nodeId:ID|id|name|url|imageFile|creationDate|locationIP|browserUsed|language|content|length|title|firstName|lastName|gender|birthday|type|:LABEL
118|46|Raúl_Alfonsín|http://dbpedia.org/resource/Raúl_Alfonsín||||||||||||||tag
119|47|Brian_Dabul|http://dbpedia.org/resource/Brian_Dabul||||||||||||||tag
120|48|Florencia_Labat|http://dbpedia.org/resource/Florencia_Labat||||||||||||||tag
121|49|Javier_Frana|http://dbpedia.org/resource/Javier_Frana||||||||||||||tag
122|50|Manuel_Belgrano|http://dbpedia.org/resource/Manuel_Belgrano||||||||||||||tag
123|51|Gabriel_Batistuta|http://dbpedia.org/resource/Gabriel_Batistuta||||||||||||||tag
124|52|Sergio_Roitman|http://dbpedia.org/resource/Sergio_Roitman||||||||||||||tag
125|53|Mariano_Puerta|http://dbpedia.org/resource/Mariano_Puerta||||||||||||||tag
126|54|Fernando_Meligeni|http://dbpedia.org/resource/Fernando_Meligeni||||||||||||||tag
127|55|Alfredo_Di_Stéfano|http://dbpedia.org/resource/Alfredo_Di_Stéfano||||||||||||||tag
128|56|Diego_Junqueira|http://dbpedia.org/resource/Diego_Junqueira||||||||||||||tag
129|57|Martín_Vassallo_Argüello|http://dbpedia.org/resource/Martín_Vassallo_Argüello||||||||||||||tag
130|58|John_Howard|http://dbpedia.org/resource/John_Howard||||||||||||||tag
131|59|Rupert_Murdoch|http://dbpedia.org/resource/Rupert_Murdoch||||||||||||||tag
132|60|Lleyton_Hewitt|http://dbpedia.org/resource/Lleyton_Hewitt||||||||||||||tag
133|61|Kevin_Rudd|http://dbpedia.org/resource/Kevin_Rudd||||||||||||||tag
134|62|Todd_Woodbridge|http://dbpedia.org/resource/Todd_Woodbridge||||||||||||||tag
135|63|Robert_Menzies|http://dbpedia.org/resource/Robert_Menzies||||||||||||||tag
136|64|Gough_Whitlam|http://dbpedia.org/resource/Gough_Whitlam||||||||||||||tag
137|65|Nick_Cave|http://dbpedia.org/resource/Nick_Cave||||||||||||||tag
138|66|Donald_Bradman|http://dbpedia.org/resource/Donald_Bradman||||||||||||||tag
139|67|Errol_Flynn|http://dbpedia.org/resource/Errol_Flynn||||||||||||||tag
140|68|Mark_Woodforde|http://dbpedia.org/resource/Mark_Woodforde||||||||||||||tag
141|69|Bob_Hawke|http://dbpedia.org/resource/Bob_Hawke||||||||||||||tag
142|70|Samantha_Stosur|http://dbpedia.org/resource/Samantha_Stosur||||||||||||||tag
143|71|Cate_Blanchett|http://dbpedia.org/resource/Cate_Blanchett||||||||||||||tag
144|72|Heath_Ledger|http://dbpedia.org/resource/Heath_Ledger||||||||||||||tag
145|73|Shane_Warne|http://dbpedia.org/resource/Shane_Warne||||||||||||||tag
146|74|Paul_Keating|http://dbpedia.org/resource/Paul_Keating||||||||||||||tag
147|75|Jack_Brabham|http://dbpedia.org/resource/Jack_Brabham||||||||||||||tag
148|76|Mark_Webber|http://dbpedia.org/resource/Mark_Webber||||||||||||||tag
149|77|Malcolm_Fraser|http://dbpedia.org/resource/Malcolm_Fraser||||||||||||||tag
150|78|Alicia_Molik|http://dbpedia.org/resource/Alicia_Molik||||||||||||||tag
151|79|Dannii_Minogue|http://dbpedia.org/resource/Dannii_Minogue||||||||||||||tag
152|80|Hugh_Jackman|http://dbpedia.org/resource/Hugh_Jackman||||||||||||||tag
153|81|Patrick_Rafter|http://dbpedia.org/resource/Patrick_Rafter||||||||||||||tag
154|82|Ricky_Ponting|http://dbpedia.org/resource/Ricky_Ponting||||||||||||||tag
155|83|Geoffrey_Rush|http://dbpedia.org/resource/Geoffrey_Rush||||||||||||||tag
156|84|Delta_Goodrem|http://dbpedia.org/resource/Delta_Goodrem||||||||||||||tag
157|85|Rod_Laver|http://dbpedia.org/resource/Rod_Laver||||||||||||||tag
158|86|Sandon_Stolle|http://dbpedia.org/resource/Sandon_Stolle||||||||||||||tag
159|87|Baz_Luhrmann|http://dbpedia.org/resource/Baz_Luhrmann||||||||||||||tag
160|88|Nicole_Pratt|http://dbpedia.org/resource/Nicole_Pratt||||||||||||||tag
161|89|Jason_Donovan|http://dbpedia.org/resource/Jason_Donovan||||||||||||||tag
162|90|Rolf_Harris|http://dbpedia.org/resource/Rolf_Harris||||||||||||||tag
163|91|Greg_Norman|http://dbpedia.org/resource/Greg_Norman||||||||||||||tag
164|92|Peter_Brock|http://dbpedia.org/resource/Peter_Brock||||||||||||||tag
165|93|Jordan_Kerr|http://dbpedia.org/resource/Jordan_Kerr||||||||||||||tag
166|94|John_Curtin|http://dbpedia.org/resource/John_Curtin||||||||||||||tag
167|95|Jason_Stoltenberg|http://dbpedia.org/resource/Jason_Stoltenberg||||||||||||||tag
168|96|Margaret_Court|http://dbpedia.org/resource/Margaret_Court||||||||||||||tag
169|97|Wendy_Turnbull|http://dbpedia.org/resource/Wendy_Turnbull||||||||||||||tag
170|98|Casey_Stoner|http://dbpedia.org/resource/Casey_Stoner||||||||||||||tag
171|99|Adam_Gilchrist|http://dbpedia.org/resource/Adam_Gilchrist||||||||||||||tag
172|100|Scott_Dixon|http://dbpedia.org/resource/Scott_Dixon||||||||||||||tag
173|101|Roy_Emerson|http://dbpedia.org/resource/Roy_Emerson||||||||||||||tag
174|102|Glenn_McGrath|http://dbpedia.org/resource/Glenn_McGrath||||||||||||||tag
175|103|Rick_Springfield|http://dbpedia.org/resource/Rick_Springfield||||||||||||||tag
176|104|Peter_Weir|http://dbpedia.org/resource/Peter_Weir||||||||||||||tag
177|105|Nellie_Melba|http://dbpedia.org/resource/Nellie_Melba||||||||||||||tag
178|106|Steve_Irwin|http://dbpedia.org/resource/Steve_Irwin||||||||||||||tag
179|107|Alex_George|http://dbpedia.org/resource/Alex_George||||||||||||||tag
180|108|Evonne_Goolagong|http://dbpedia.org/resource/Evonne_Goolagong||||||||||||||tag
181|109|Mark_Edmondson|http://dbpedia.org/resource/Mark_Edmondson||||||||||||||tag
182|110|Toni_Collette|http://dbpedia.org/resource/Toni_Collette||||||||||||||tag
183|111|Germaine_Greer|http://dbpedia.org/resource/Germaine_Greer||||||||||||||tag
184|112|Ben_Chifley|http://dbpedia.org/resource/Ben_Chifley||||||||||||||tag
185|113|Jeff_Kennett|http://dbpedia.org/resource/Jeff_Kennett||||||||||||||tag
186|114|Percy_Grainger|http://dbpedia.org/resource/Percy_Grainger||||||||||||||tag
187|115|Nicole_Bradtke|http://dbpedia.org/resource/Nicole_Bradtke||||||||||||||tag
188|116|Steve_Waugh|http://dbpedia.org/resource/Steve_Waugh||||||||||||||tag
189|117|Michael_Doohan|http://dbpedia.org/resource/Michael_Doohan||||||||||||||tag
190|118|Joseph_Lyons|http://dbpedia.org/resource/Joseph_Lyons||||||||||||||tag
191|119|Peter_Singer|http://dbpedia.org/resource/Peter_Singer||||||||||||||tag
192|120|John_Forrest|http://dbpedia.org/resource/John_Forrest||||||||||||||tag
193|121|Richard_Fromberg|http://dbpedia.org/resource/Richard_Fromberg||||||||||||||tag
194|122|Barry_Humphries|http://dbpedia.org/resource/Barry_Humphries||||||||||||||tag
195|123|Matthew_Hayden|http://dbpedia.org/resource/Matthew_Hayden||||||||||||||tag
196|124|Bob_Hewitt|http://dbpedia.org/resource/Bob_Hewitt||||||||||||||tag
197|125|Harold_Holt|http://dbpedia.org/resource/Harold_Holt||||||||||||||tag
198|126|Cadel_Evans|http://dbpedia.org/resource/Cadel_Evans||||||||||||||tag
199|127|Alexander_Downer|http://dbpedia.org/resource/Alexander_Downer||||||||||||||tag
200|128|Tony_Roche|http://dbpedia.org/resource/Tony_Roche||||||||||||||tag
201|129|Kim_Beazley|http://dbpedia.org/resource/Kim_Beazley||||||||||||||tag
202|130|Bob_Carr|http://dbpedia.org/resource/Bob_Carr||||||||||||||tag
203|131|Alfred_Deakin|http://dbpedia.org/resource/Alfred_Deakin||||||||||||||tag
204|132|Judy_Davis|http://dbpedia.org/resource/Judy_Davis||||||||||||||tag
205|133|James_Scullin|http://dbpedia.org/resource/James_Scullin||||||||||||||tag
206|134|Ashley_Fisher|http://dbpedia.org/resource/Ashley_Fisher||||||||||||||tag
207|135|Brett_Lee|http://dbpedia.org/resource/Brett_Lee||||||||||||||tag
208|136|Darren_Cahill|http://dbpedia.org/resource/Darren_Cahill||||||||||||||tag
209|137|Banjo_Paterson|http://dbpedia.org/resource/Banjo_Paterson||||||||||||||tag
210|138|Adolf_Hitler|http://dbpedia.org/resource/Adolf_Hitler||||||||||||||tag
211|139|Wolfgang_Amadeus_Mozart|http://dbpedia.org/resource/Wolfgang_Amadeus_Mozart||||||||||||||tag
212|140|Arnold_Schwarzenegger|http://dbpedia.org/resource/Arnold_Schwarzenegger||||||||||||||tag
213|141|Franz_Liszt|http://dbpedia.org/resource/Franz_Liszt||||||||||||||tag
214|142|Joseph_Haydn|http://dbpedia.org/resource/Joseph_Haydn||||||||||||||tag
215|143|Franz_Schubert|http://dbpedia.org/resource/Franz_Schubert||||||||||||||tag
216|144|Franz_Joseph_I_of_Austria|http://dbpedia.org/resource/Franz_Joseph_I_of_Austria||||||||||||||tag
217|145|Maria_Theresa|http://dbpedia.org/resource/Maria_Theresa||||||||||||||tag
218|146|Arnold_Schoenberg|http://dbpedia.org/resource/Arnold_Schoenberg||||||||||||||tag
219|147|Maximilian_I,_Holy_Roman_Emperor|http://dbpedia.org/resource/Maximilian_I,_Holy_Roman_Emperor||||||||||||||tag
220|148|Ludwig_Wittgenstein|http://dbpedia.org/resource/Ludwig_Wittgenstein||||||||||||||tag
221|149|Charles_VI,_Holy_Roman_Emperor|http://dbpedia.org/resource/Charles_VI,_Holy_Roman_Emperor||||||||||||||tag
222|150|Johann_Strauss_II|http://dbpedia.org/resource/Johann_Strauss_II||||||||||||||tag
223|151|Jürgen_Melzer|http://dbpedia.org/resource/Jürgen_Melzer||||||||||||||tag
224|152|Leopold_I,_Holy_Roman_Emperor|http://dbpedia.org/resource/Leopold_I,_Holy_Roman_Emperor||||||||||||||tag
225|153|Fritz_Lang|http://dbpedia.org/resource/Fritz_Lang||||||||||||||tag
226|154|Friedrich_Hayek|http://dbpedia.org/resource/Friedrich_Hayek||||||||||||||tag
227|155|Alban_Berg|http://dbpedia.org/resource/Alban_Berg||||||||||||||tag
228|156|Karl_Popper|http://dbpedia.org/resource/Karl_Popper||||||||||||||tag
229|157|Herbert_von_Karajan|http://dbpedia.org/resource/Herbert_von_Karajan||||||||||||||tag
230|158|Anton_Bruckner|http://dbpedia.org/resource/Anton_Bruckner||||||||||||||tag
231|159|Ferdinand_II,_Holy_Roman_Emperor|http://dbpedia.org/resource/Ferdinand_II,_Holy_Roman_Emperor||||||||||||||tag
232|160|Leopold_II,_Holy_Roman_Emperor|http://dbpedia.org/resource/Leopold_II,_Holy_Roman_Emperor||||||||||||||tag
233|161|Thomas_Muster|http://dbpedia.org/resource/Thomas_Muster||||||||||||||tag
234|162|Rudolf_II,_Holy_Roman_Emperor|http://dbpedia.org/resource/Rudolf_II,_Holy_Roman_Emperor||||||||||||||tag
235|163|Maximilian_I_of_Mexico|http://dbpedia.org/resource/Maximilian_I_of_Mexico||||||||||||||tag
236|164|Niki_Lauda|http://dbpedia.org/resource/Niki_Lauda||||||||||||||tag
237|165|Julian_Knowle|http://dbpedia.org/resource/Julian_Knowle||||||||||||||tag
238|166|Stefan_Koubek|http://dbpedia.org/resource/Stefan_Koubek||||||||||||||tag
239|167|Otto_Preminger|http://dbpedia.org/resource/Otto_Preminger||||||||||||||tag
240|168|Archduke_Franz_Ferdinand_of_Austria|http://dbpedia.org/resource/Archduke_Franz_Ferdinand_of_Austria||||||||||||||tag
241|169|Anton_Webern|http://dbpedia.org/resource/Anton_Webern||||||||||||||tag
242|170|Frederick_III,_Holy_Roman_Emperor|http://dbpedia.org/resource/Frederick_III,_Holy_Roman_Emperor||||||||||||||tag
243|171|Gerhard_Berger|http://dbpedia.org/resource/Gerhard_Berger||||||||||||||tag
244|172|Barbara_Schett|http://dbpedia.org/resource/Barbara_Schett||||||||||||||tag
245|173|Charles_I_of_Austria|http://dbpedia.org/resource/Charles_I_of_Austria||||||||||||||tag
246|174|Erwin_Schrödinger|http://dbpedia.org/resource/Erwin_Schrödinger||||||||||||||tag
247|175|Maximilian_II,_Holy_Roman_Emperor|http://dbpedia.org/resource/Maximilian_II,_Holy_Roman_Emperor||||||||||||||tag
248|176|Ferdinand_III,_Holy_Roman_Emperor|http://dbpedia.org/resource/Ferdinand_III,_Holy_Roman_Emperor||||||||||||||tag
249|177|Max_Steiner|http://dbpedia.org/resource/Max_Steiner||||||||||||||tag
250|178|Alexander_Peya|http://dbpedia.org/resource/Alexander_Peya||||||||||||||tag
251|179|Karl_Wendlinger|http://dbpedia.org/resource/Karl_Wendlinger||||||||||||||tag
252|180|Joe_Zawinul|http://dbpedia.org/resource/Joe_Zawinul||||||||||||||tag
253|181|Otto_of_Greece|http://dbpedia.org/resource/Otto_of_Greece||||||||||||||tag
254|182|Martin_Buber|http://dbpedia.org/resource/Martin_Buber||||||||||||||tag
255|183|Maria_Carolina_of_Austria|http://dbpedia.org/resource/Maria_Carolina_of_Austria||||||||||||||tag
256|184|Oliver_Marach|http://dbpedia.org/resource/Oliver_Marach||||||||||||||tag
257|185|Max_Reinhardt|http://dbpedia.org/resource/Max_Reinhardt||||||||||||||tag
258|186|Sybille_Bammer|http://dbpedia.org/resource/Sybille_Bammer||||||||||||||tag
259|187|Felix_Frankfurter|http://dbpedia.org/resource/Felix_Frankfurter||||||||||||||tag
260|188|Joseph_I,_Holy_Roman_Emperor|http://dbpedia.org/resource/Joseph_I,_Holy_Roman_Emperor||||||||||||||tag
261|189|Alexander_Wurz|http://dbpedia.org/resource/Alexander_Wurz||||||||||||||tag
262|190|Maximilian_Schell|http://dbpedia.org/resource/Maximilian_Schell||||||||||||||tag
263|191|Erich_von_Stroheim|http://dbpedia.org/resource/Erich_von_Stroheim||||||||||||||tag
264|192|Wolfgang_Pauli|http://dbpedia.org/resource/Wolfgang_Pauli||||||||||||||tag
265|193|Garry_Kasparov|http://dbpedia.org/resource/Garry_Kasparov||||||||||||||tag
266|194|Mstislav_Rostropovich|http://dbpedia.org/resource/Mstislav_Rostropovich||||||||||||||tag
267|195|Ilham_Aliyev|http://dbpedia.org/resource/Ilham_Aliyev||||||||||||||tag
268|196|Max_Mirnyi|http://dbpedia.org/resource/Max_Mirnyi||||||||||||||tag
269|197|Natasha_Zvereva|http://dbpedia.org/resource/Natasha_Zvereva||||||||||||||tag
270|198|Marc_Chagall|http://dbpedia.org/resource/Marc_Chagall||||||||||||||tag
271|4947802324992||||2011-08-17T06:05:40.595+0000|49.246.218.237|Firefox|uz|About Rupert Murdoch, t newer electronic publishing technoAbout George Frideric Handel,  concertos. Handel was born in 1685,About Kurt Vonne|140|||||||post
272|3||||2010-02-14T20:30:21.451+0000|119.235.7.103|Firefox|uz|About Rupert Murdoch, alised US citizen iAbout Napoleon, tinuation of the waAbout Ferdinand II of Aragon, (1|108|||||||post
273|8246337208324||||2012-07-20T03:48:53.147+0000|119.235.7.103|Firefox|uz|About Rupert Murdoch, 50s and '60s, he acquAbout George Frideric Handel, man-British Baroque cAbout Jane Austen, estimate o|123|||||||post
274|6597069766680||||2012-02-27T03:45:05.655+0000|119.235.7.103|Firefox|uz|About Rupert Murdoch,  he consolidated his UK prinAbout Oscar Wilde, f Queensberry, the father ofAbout Tina Turner, ment to embark on her Tina!:About William Faul|162|||||||post
275|7146825580576||||2012-03-21T16:21:11.935+0000|119.235.7.103|Firefox|uz|About Rupert Murdoch, In July 2011 Murdoch facedAbout Genghis Khan, imations of Genghis Khan, About |100|||||||post
276|4947802325032||||2011-08-16T05:51:48.043+0000|119.235.7.103|Firefox|uz|About Rupert Murdoch, ollowed closely by The Sun. He moved to New YAbout Martin Luther King, Jr., ader in the African-American Civil Rights MovAbout Dolly Parton, 3,000 songs, the best known of which include About Al Pacino|223|||||||post
277|3298534883384||||2011-01-21T23:36:32.940+0000|119.235.7.103|Firefox|uz|About Rupert Murdoch, '60s, he acquired various newsAbout John Kerry, ncumbent President George W. BAbout Donna Summe|117|||||||post
278|7146825580615||||2012-03-12T20:56:17.095+0000|119.235.7.103|Firefox|uz|About Rupert Murdoch, e formed BSkyB in 1990 About Peter Gabriel, roducing and promoting About Thomas Hardy, essex|114|||||||post
279|4947802325072||||2011-08-25T18:59:14.971+0000|119.235.7.103|Firefox|uz|About Rupert Murdoch, is UK printing operations in Wapping, causing bitAbout Douglas MacArthur,  raised in a military family in the American Old About Denzel Washington, s of real-life figures, such as Steve Biko, MalcoAbout Richard Burton, |241|||||||post
280|3298534883421||||2011-01-05T22:10:00.452+0000|119.235.7.103|Firefox|uz|About Freddie Mercury, In 2005, a pollAbout Slanted and Enchanted, -V but they werAbout Heal the Wor|100|||||||post
281|4398046511200||||2011-06-15T04:19:35.095+0000|119.235.7.103|Firefox|uz|About Johann Wolfgang von Goethe,  Century) 1808: Faust Part About David Hockney, avid Hockney, OM, CH, R|105|||||||post
282|3298534883441||||2011-01-06T04:06:15.452+0000|119.235.7.103|Firefox|uz|About Freddie Mercury,  voted the greatest rock sAbout Sammy Davis, Jr.,  after military service, rAb|101|||||||post
283|1649267441795|||photo1649267441795.jpg|2010-08-19T02:17:46.627+0000|119.235.7.103|Firefox|||0|||||||post
284|1649267441796|||photo1649267441796.jpg|2010-08-19T02:17:47.627+0000|119.235.7.103|Firefox|||0|||||||post
